"","rules","support","confidence","coverage","lift","count"
"51","{Crucifixo=} => {Gemeos=}",0.342105263157895,0.8125,0.421052631578947,2.375,13
"52","{LegPress=LegPress} => {Crucifixo=}",0.315789473684211,0.857142857142857,0.368421052631579,2.03571428571429,12
"53","{Crucifixo=} => {LegPress=LegPress}",0.315789473684211,0.75,0.421052631578947,2.03571428571429,12
"54","{Gemeos= Gemeos,Crucifixo=Esteira} => {Afundo=Bicicleta}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"55","{Gemeos= Gemeos,Afundo=Bicicleta} => {Crucifixo=Esteira}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"56","{Gemeos= Gemeos,Crucifixo=Esteira} => {LegPress=Extensor}",0.0263157894736842,1,0.0263157894736842,2.92307692307692,1
"57","{LegPress=Extensor,Gemeos= Gemeos} => {Crucifixo=Esteira}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"58","{Gemeos= Gemeos,Afundo=Bicicleta} => {LegPress=Extensor}",0.0263157894736842,1,0.0263157894736842,2.92307692307692,1
"59","{LegPress=Extensor,Gemeos= Gemeos} => {Afundo=Bicicleta}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"60","{Afundo=Afundo,Crucifixo=Crucifixo} => {Gemeos=Gemeos}",0.0263157894736842,1,0.0263157894736842,6.33333333333333,1
"61","{Gemeos=Gemeos,Crucifixo=Crucifixo} => {Afundo=Afundo}",0.0263157894736842,1,0.0263157894736842,7.6,1
